설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
중구청,민원실,부산광역시,중구,관공서,KT,Public WiFi,15-Oct,부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,부산광역시,051-888-4604,35.1063131,129.0323972,2018-08-24
중구사회복지관,복지관,부산광역시,중구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 중구 망양로 309,부산광역시 중구 대청동4가 75-7,부산광역시,051-888-4604,35.1058133,129.0282338,2018-08-24
중구보건소,민원실,부산광역시,중구,관공서,SKT,Public WiFi,14-Oct,부산광역시 중구 중구로 120,부산광역시 중구 대청동1가 1-4,부산광역시,051-888-4604,35.106252,129.032399,2018-08-24
중구노인복지회관 분관,회관,부산광역시,중구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 중구 책방골목길 3-1,부산광역시 중구 보수동1가 113,부산광역시,051-888-4604,35.104157,129.0261852,2018-08-24
중구노인복지관,회관,부산광역시,중구,서민·복지시설,KT,Public WiFi,15-Oct,부산광역시 중구 영주로 8-1,부산광역시 중구 영주동 287-9,부산광역시,051-888-4604,35.110185,129.0325002,2018-08-24
자갈치시장,시장,부산광역시,중구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동5가 105-1,부산광역시,051-888-4604,35.096759,129.030491,2018-08-24
월드밸리상가,상가,부산광역시,중구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 중구 대청로 60,부산광역시 중구 대청동3가 2,부산광역시,051-888-4604,35.103226,129.029741,2018-08-24
영주2동 주민센터,민원실,부산광역시,중구,관공서,LGU+,Public WiFi,14-Oct,부산광역시 중구 동영로 71-2,부산광역시 중구 영주동 278-9,부산광역시,051-888-4604,35.111563,129.031845,2018-08-24
영주2동 원로의집,원로의집,부산광역시,중구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 중구 동영로73번길 57-3,부산광역시 중구 영주동 73-5번지,부산광역시,051-888-4604,35.1138682,129.0320374,2018-08-24
영주1동주민센터,민원실,부산광역시,중구,관공서,SKT,Public WiFi,13-Oct,부산광역시 중구 대영로224번길 10,부산광역시 중구 영주동 671-3,부산광역시,051-888-4604,35.1111269,129.0349924,2018-08-24
영주1동경로당,경로당,부산광역시,중구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 중구 초량상로7번길 11,부산광역시 중구 영주동 62-71번지,부산광역시,051-888-4604,35.1132015,129.0341256,2018-08-24
연안여객터미널,터미널,부산광역시,중구,교통시설,SKT,Public WiFi,12-Oct,부산광역시 중구 대교로 116,부산광역시 중구 중앙동6가 8,부산광역시,051-888-4604,35.101019,129.038509,2018-08-24
신동아시장,시장,부산광역시,중구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 중구 자갈치로 42,부산광역시 중구 남포동5가 91-2,부산광역시,051-888-4604,35.096841,129.029101,2018-08-24
생선회박물관,박물관,부산광역시,중구,지역문화시설,KT,Public WiFi,15-Oct,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,부산광역시,051-888-4604,35.0967208,129.0311196,2018-08-24
영도구청,민원실,부산광역시,영도구,관공서,LGU+,Public WiFi,15-Oct,부산광역시 영도구 태종로 423,부산광역시 영도구 청학2동 48-3번지,부산광역시,051-888-4604,35.0910638,129.0679046,2018-08-24
영도구장애인복지관,복지관,부산광역시,영도구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼1동 516-1,부산광역시,051-888-4604,35.074921,129.065536,2018-08-24
영도구드림스타트,드림스타트,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 함지로79번길 40,부산광역시 영도구 동삼1동 510번지,부산광역시,051-888-4604,35.0767285,129.0644443,2018-08-24
영도구노인복지관,복지관,부산광역시,영도구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 영도구 절영로29번길 14,부산광역시 영도구 대교동2가 159-10,부산광역시,051-888-4604,35.0913615,129.0401056,2018-08-24
어린이영어도서관,도서관,부산광역시,영도구,지역문화시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 절영로 71,부산광역시 영도구 남항동2가 236-4,부산광역시,051-888-4604,35.088523,129.039104,2018-08-24
신선동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 하나길 317,부산광역시 영도구 신선동3가 84-3,부산광역시,051-888-4604,35.083388,129.045175,2018-08-24
광복동주민센터,민원실,부산광역시,중구,관공서,SKT,Public WiFi,14-Oct,부산광역시 중구 광복로55번길 10,부산광역시 중구 신창동1가 9,부산광역시,051-888-4604,35.1000222,129.0304046,2018-08-24
자갈치시장,자갈치시장건물 도로방향,부산광역시,중구,편의시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동5가 105-1,부산광역시,051-888-4604,35.096759,129.030491,2018-08-24
자갈치시장,자갈치시장건물 친수공간,부산광역시,중구,편의시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,부산광역시,051-888-4604,35.0967391,129.031118,2018-08-24
용두산공원,타워앞광장카페,부산광역시,중구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 중구 대청로116번길 13,부산광역시 중구 동삼동 1125,부산광역시,051-888-4604,35.100713,129.032311,2018-08-24
광복로,창선치안센터,부산광역시,중구,관공서,부산광역시,Dynamic Busan,09-Mar,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,부산광역시,051-888-4604,35.099516,129.031165,2018-08-24
해양박물관,박물관,부산광역시,영도구,지역문화시설,LGU+,Public WiFi,13-Oct,부산광역시 영도구 해양로301번길 45,부산광역시 영도구 동삼동 1125-39,부산광역시,051-888-4604,35.078547,129.080208,2018-08-24
해돋이 행복나눔터,행복나눔터,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 해돋이2길 92,부산광역시 영도구 청학1동 468-407번지,부산광역시,051-888-4604,35.0906894,129.0561741,2018-08-24
함지골청소년수련원,수련원,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 절영로 319,부산광역시 영도구 동삼동 산149-4번지,부산광역시,051-888-4604,35.0752044,129.0542201,2018-08-24
파랑새아이들집,아이들집,부산광역시,영도구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 영도구 와치로 78,부산광역시 영도구 청학2동 483-2,부산광역시,051-888-4604,35.086114,129.059382,2018-08-24
파랑새노인건강센터,센터,부산광역시,영도구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 영도구 와치로 78,부산광역시 영도구 청학2동 483-2,부산광역시,051-888-4604,35.086066,129.059346,2018-08-24
청학주민어울림마당,어울림마당,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 청학남로13번길 18,부산광역시 영도구 청학2동 447-5번지,부산광역시,051-888-4604,35.090814,129.0594533,2018-08-24
청학2동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 태종로 394,부산광역시 영도구 청학동 53-20,부산광역시,051-888-4604,35.091917,129.065759,2018-08-24
청학1동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 청학서로 78,부산광역시 영도구 청학동 360-27,부산광역시,051-888-4604,35.093019,129.060429,2018-08-24
천성직업재활원,재활원,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 일산봉로 95,부산광역시 영도구 청학2동 57번지,부산광역시,051-888-4604,35.0904999,129.0651993,2018-08-24
와치종합사회복지관,복지관,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,13-Oct,부산광역시 영도구 함지로 79번길 76,부산광역시 영도구 동삼1동 510-9,부산광역시,051-888-4604,35.075972,129.065399,2018-08-24
영선2동주민센터,민원실,부산광역시,영도구,관공서,SKT,Public WiFi,14-Oct,부산광역시 영도구 영선대로 65,부산광역시 영도구 영선동3가 35-1,부산광역시,051-888-4604,35.0870063,129.0413162,2018-08-24
영선1동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 꿈나무길 25,부산광역시 영도구 영선동1가 97-3,부산광역시,051-888-4604,35.090252,129.044737,2018-08-24
영도예술회관,회관,부산광역시,영도구,지역문화시설,LGU+,Public WiFi,12-Oct,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼1동 516-1,부산광역시,051-888-4604,35.0743929,129.0658636,2018-08-24
영도보건소,민원실,부산광역시,영도구,서민·복지시설,KT,Public WiFi,12-Oct,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼1동 516-1,부산광역시,051-888-4604,35.0749612,129.0659827,2018-08-24
영도도서관,도서관,부산광역시,영도구,지역문화시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 광암길 6,부산광역시 영도구 청학동 48,부산광역시,051-888-4604,35.092253,129.066648,2018-08-24
영도국민체육센터,센터,부산광역시,영도구,지역문화시설,SKT,Public WiFi,15-Oct,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,부산광역시,051-888-4604,35.0749612,129.0659827,2018-08-24
상리종합사회복지관,복지관,부산광역시,영도구,서민·복지시설,KT,Public WiFi,13-Oct,부산광역시 영도구 상리로 63-16,부산광역시 영도구 동삼3동 1123,부산광역시,051-888-4604,35.086043,129.068541,2018-08-24
부산영도우체국,민원실,부산광역시,영도구,관공서,KT,Public WiFi,13-Oct,부산광역시 영도구 태종로 89,부산광역시 영도구 대교동2가 81,부산광역시,051-888-4604,35.0920169,129.0410503,2018-08-24
봉래시장,시장,부산광역시,영도구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 영도구 태종로105번길 36,부산광역시 영도구 봉래동3가 13-3,부산광역시,051-888-4604,35.094055,129.0390588,2018-08-24
봉래2동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 태종로165번길 1-8,부산광역시 영도구 봉래동4가 45-20,부산광역시,051-888-4604,35.094224,129.046131,2018-08-24
봉래1동주민센터,민원실,부산광역시,영도구,관공서,SKT,Public WiFi,14-Oct,부산광역시 영도구 대교로6번길 5,부산광역시 영도구 봉래동3가 115-1,부산광역시,051-888-4604,35.0934926,129.0443105,2018-08-24
동삼희망마을,희망마을,부산광역시,영도구,서민·복지시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 중리로 46-12,부산광역시 영도구 동삼1동 510-47번지,부산광역시,051-888-4604,35.0748975,129.0688706,2018-08-24
동삼3동주민센터,민원실,부산광역시,영도구,관공서,LGU+,Public WiFi,15-Oct,부산광역시 영도구 상리로 39,부산광역시 영도구 동삼동 1123-9번지,부산광역시,051-888-4604,35.0846555,129.0686522,2018-08-24
동삼2동주민센터,민원실,부산광역시,영도구,관공서,KT,Public WiFi,14-Oct,부산광역시 영도구 본산남길 5,부산광역시 영도구 동삼동 937-6,부산광역시,051-888-4604,35.0657128,129.0819853,2018-08-24
동삼1동주민센터,민원실,부산광역시,영도구,관공서,SKT,Public WiFi,14-Oct,부산광역시 영도구 중리로 44-1,부산광역시 영도구 동삼동 510-23,부산광역시,051-888-4604,35.0749093,129.0684031,2018-08-24
농협 영도지점,지점,부산광역시,영도구,기타,KT,Public WiFi,13-Oct,부산광역시 영도구 남항로 49,부산광역시 영도구 영선동2가 60,부산광역시,051-888-4604,35.0885316,129.0418852,2018-08-24
남항시장,시장,부산광역시,영도구,서민·복지시설,SKT,Public WiFi,14-Oct,부산광역시 영도구 절영로49번길 73-5,부산광역시 영도구 영선동2가 64-6,부산광역시,051-888-4604,35.0889114,129.0422604,2018-08-24
남항동주민센터,민원실,부산광역시,영도구,관공서,SKT,Public WiFi,14-Oct,부산광역시 영도구 남항로9번길 1,부산광역시 영도구 남항동1가 59-1,부산광역시,051-888-4604,35.089981,129.0376273,2018-08-24
남항 작은도서관,도서관,부산광역시,영도구,지역문화시설,LGU+,Public WiFi,15-Oct,부산광역시 영도구 절영로 71,부산광역시 영도구 남항동2가 236-4번지,부산광역시,051-888-4604,35.088523,129.039104,2018-08-24
태종대유원지,전망대,부산광역시,영도구,관광,부산광역시,Dynamic Busan,09-Mar,부산광역시 영도구 전망로 209,부산광역시 영도구 동삼동 산29-1,부산광역시,051-888-4604,35.050451,129.088362,2018-08-24
국제크루즈터미널,터미널,부산광역시,영도구,교통시설,부산광역시,Dynamic Busan,09-Mar,부산광역시 영도구 해양로301번길 17,부산광역시 영도구 동삼동 1125,부산광역시,051-888-4604,35.080712,129.079142,2018-08-24
부산우정청사업지원국,민원실,부산광역시,연제구,관공서,KT,Public WiFi,16-Oct,부산광역시 연제구 법원북로 33,부산광역시 연제구 거제동 1473,부산광역시,051-888-4604,35.194106,129.070641,2018-08-24
부산지방우정청,민원실,부산광역시,연제구,관공서,KT,Public WiFi,16-Oct,부산광역시 연제구 법원북로 33,부산광역시 연제구 거제동 1473,부산광역시,051-888-4604,35.194106,129.070641,2018-08-24
부산광역자활센터,센터,부산광역시,연제구,서민·복지시설,KT,Public WiFi,16-Oct,부산광역시 연제구 거제천로 89,부산광역시 연제구 거제동 457-10,부산광역시,051-888-4604,35.182274,129.073054,2018-08-24
행복나눔지역아동센터(연산동),센터,부산광역시,연제구,서민·복지시설,SKT,Public WiFi,13-Oct,부산광역시 연제구 거제천로 118번길 47,부산광역시 연제구 연산동 1481-52,부산광역시,051-888-4604,35.1832572,129.0771035,2018-08-24
